NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
210053460362,2021,15,M,2,3,1,1,0,1,,0,,,,,,,,3513801,Diadema,35,SP,1,1,1,1,911.0,880.0,890.0,902.0,551.0,667.3,505.6,488.7,CCCEACCBEEEEDEBEACDCCCACBCACBCDDECDCBEEEBECCA,BBBBAEDCBBABEECEAAEEADBEACAEABEEBEBBEADDCEEEC,99999CEDDDBCEACCBADBBCBEECBDAEEADCBAEEACAABDDCEDCC,AACDCCBCDBDECEBBCCCCCADECEBECCCDEDEAEEBEACCCC,1,CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB,BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC,ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD,ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA,1.0,100.0,120.0,80.0,120.0,100.0,520.0
210053537703,2021,1,M,1,3,1,3,0,1,,1,,,,,,,,3550308,SÃ£o Paulo,35,SP,1,1,1,1,911.0,880.0,890.0,902.0,550.0,371.3,428.4,534.5,DCBEBEADEDCCEADBEADCDADABCDEDEBCBEDDACDAABEBD,BAABDACD.BEACBEDDBEDCBDA*CDEBBAEBADADACEBCEEE,DCACA99999DBCAEBEBCDDCEACBCDCEBBDEEACDEABDACDEACBD,CCDEEABDBEDACBDCEADCBABDECDADEBBEADEABECAABCC,0,CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB,BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC,ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD,ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA,1.0,100.0,120.0,120.0,160.0,100.0,600.0
210051125380,2021,6,F,1,3,1,1,3,1,,0,,,,,,,,3510609,CarapicuÃ­ba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
210051026933,2021,4,M,1,1,1,1,0,1,,0,,,,,,,,3548708,SÃ£o Bernardo do Campo,35,SP,1,1,1,1,912.0,960.0,970.0,901.0,510.6,619.3,594.6,624.3,DABDBBDCEECACBDBCACCCDEEDBBCECBDBABACDBDCDCBD,BCBACABECCDAAAABBACEBEDDEABEABABECAECAEADAACA,CECBA99999BEAADDBBABABEAACEBADEBEADAACBAEBBAECDAAD,CCEDEABCDBCAEDCCBBCCBDAECCADCADBBCBEACDBDCAED,0,DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB,BABABBBCCDDBBAACBCBEBEDDEABEEBAAACAEDAEEDBDBA,CECDABCECBBECABDDAAEBBDACCEBAAAADADBACEAEBBABCDAAC,DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE,1.0,120.0,180.0,120.0,120.0,120.0,660.0
210052954357,2021,3,M,3,1,1,2,0,2,1.0,0,3548708.0,SÃ£o Bernardo do Campo,35.0,SP,2.0,1.0,1.0,3548708,SÃ£o Bernardo do Campo,35,SP,1,1,1,1,911.0,880.0,890.0,902.0,490.6,542.9,515.5,421.4,CCAECCBDCEDDCCDBDCCDBAACCCBAACEEEBEABEADBECDB,DBABAABABBDECAEDCBBAACBEACAEBBAEBABEDCDBCBAEB,BACEA99999DAAAABDDEDBBEABCDDABEAEADBACAEAABDBACDBC,AADDCCCBCBEAEDBBDCBEBAECEDACBAAECBDACDECBCDDE,0,CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB,BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC,ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD,ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA,1.0,120.0,160.0,120.0,160.0,160.0,720.0
210052050887,2021,2,F,1,1,1,2,0,2,1.0,0,3518800.0,Guarulhos,35.0,SP,2.0,1.0,1.0,3518800,Guarulhos,35,SP,1,1,1,1,910.0,879.0,889.0,900.0,561.0,606.5,532.3,422.1,ADCBCBDDCECDCBECEACACDDEBDCDDBEBECEBBDBBDECCA,BACBDCCDBEDDEBBACDEABEEDCACADDAAACEABBBBADEDB,CDABB99999BDCDEAACEECED.DCBBD..DABCDBCBBCBECBCDCEB,ADCDBCBBDDEEDACDBEBABBADCCDDEEBBECECDBCDADCBA,0,ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE,BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB,CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC,DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE,1.0,140.0,180.0,120.0,140.0,180.0,760.0
210052584741,2021,3,F,1,1,1,1,1,1,,0,,,,,,,,3550308,SÃ£o Paulo,35,SP,1,1,1,1,912.0,882.0,891.0,901.0,587.8,650.8,630.0,670.7,DABDDADBEBDCBDBEBCABEDECDADDADACDACECBBCDCBBB,DAAAEAEAAAEBBABEECCAEEEDBBABCBBDBCEEDEBBCEECD,ACBBE99999EEBACCBDACDBEABDDADBEDDAEBDACDCCDCCDBBEA,DCEAEAADDDCCDEACEBBCEAABCCDCCDBAECBBDCCBDDBDE,0,DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB,EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB,ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB,DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE,1.0,160.0,200.0,140.0,160.0,160.0,820.0
210053966090,2021,3,F,1,3,1,2,0,2,1.0,0,,,,,,,,3525904,JundiaÃ­,35,SP,1,1,1,1,909.0,881.0,892.0,899.0,496.5,502.5,554.3,475.6,ECDBBCDEDBBACEACBBCABEBBCDEDECCDDCACCEADBCEAB,BBEBCAEBDDEBEACBDAACEDCAADABCDBCEBCBDADBCDADB,DBBAE99999CDBDCACEDCDCABCDCCBABBBDEBCBEDEDCBAAACBB,DBDEACBCCDBCDEEADBCCACEDAABEBDDDCABCBDEDDAEBC,0,EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD,BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA,ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC,EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB,1.0,120.0,120.0,80.0,100.0,80.0,500.0
210053501696,2021,10,F,1,1,1,1,8,1,,0,,,,,,,,3534401,Osasco,35,SP,1,1,1,1,911.0,880.0,890.0,902.0,604.8,568.9,632.0,665.9,CDAABEABECBEEDEEBCBDEDAADBDCDCAACCAABBEABBEEA,DBDDABBECBDACECEBBDEACACACAEAEEDDABADBAAAEACC,AADCB99999DDAACDCADCBBEEDEDBAAEAECEBDDACEDDDDDCDBD,DCDCEABECDDDCABDCAADBEECADCBBEADBBDA*CBCCBECA,0,CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB,BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC,ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD,ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA,1.0,160.0,200.0,180.0,180.0,180.0,900.0
210052635677,2021,12,M,1,2,1,1,13,1,,0,,,,,,,,3509502,Campinas,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
210052871166,2021,1,F,1,1,1,3,0,1,,1,,,,,,,,3550308,SÃ£o Paulo,35,SP,0,1,1,0,,879.0,889.0,,,652.5,571.4,,,BEDCAAABCDABEBBBBBCABEECCAEBBDAAAAABBABBAEEDB,CEAAA99999BBDDEADCBECBADDABCCADDBCBADCBDDACACEBDDA,,0,,BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB,CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC,,1.0,140.0,120.0,120.0,120.0,60.0,560.0
210054364808,2021,2,M,1,1,1,3,0,1,,1,,,,,,,,3548500,Santos,35,SP,1,1,1,1,912.0,882.0,891.0,901.0,410.0,485.1,441.0,654.3,BACDCACDECDBADEDCAECEBACAABEDCBDADAEDBCDCCCAE,AECECDEBEAABCBACAEABCDADBBEECACBBCBEBEAACCABB,BDDEC99999ACEAEDBDDABCDAACBDEAAEDCCADABDECBACDBCAA,CDCAEDABDDCABBEAACCBDADECCABEDCBADACEBABBDCCE,0,DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB,EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB,ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB,DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE,1.0,140.0,40.0,40.0,140.0,40.0,400.0
210053521655,2021,2,M,1,1,1,3,0,1,,1,,,,,,,,3554003,TatuÃ­,35,SP,1,1,1,1,912.0,882.0,891.0,901.0,634.6,524.1,528.4,616.2,CABBEDECEBBBCBBACDCDCBECDABCDEBBEABCCDCEBACCB,EEDBEAEEEACBEEBACBB.AEADABEDCDAB.CDEBABEBAABE,ACAAB99999DCDECAADABBBEAACCACEEBDBCCBAEAECADCCDBEE,BDEEEBDCDECDBECCCADBADADCCBDBEBACDBBABCAEDCDC,0,DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB,EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB,ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB,DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE,1.0,120.0,120.0,100.0,120.0,40.0,500.0
210053932896,2021,4,F,1,1,1,1,2,1,,0,,,,,,,,3547809,Santo AndrÃ©,35,SP,1,1,1,1,911.0,880.0,890.0,902.0,670.5,748.0,674.1,753.9,CDBADAABDBEDEECEBECBCBAABCDCCEABECBACBDBBEEBC,BBBAAEECBBABEECEDBAEADBCACAEABEDDEBBCCDBCBADC,ABBCA99999EDCADDCACCBBEBBEBDACEBDAEBDDACBEDDCBCDBD,DECCABADBABDBEBDCACAEEEBAEEDAEDCCAEBEDBACBDDD,0,CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB,BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC,ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD,ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA,1.0,140.0,200.0,160.0,140.0,160.0,800.0
210053811613,2021,16,M,2,1,1,1,15,1,,0,,,,,,,,3538709,Piracicaba,35,SP,1,1,1,1,910.0,879.0,889.0,900.0,447.4,538.5,534.0,482.9,DBCAECCDBEADDCDCACBACDDDCADCCCCCCBBACDABAEAAE,BDEECAADDACBABBAEBCDEDEECBBACECADACDBDAAACBDB,99999CACAADDACCAEEEEBABDCAABEDAAACBADDAAAAAEBBCBDD,DBECDDCBDCDBBCCBCCEACCECBBDCBDBDCCACBBBBBBBBB,1,ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE,BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB,CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC,DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE,1.0,120.0,120.0,80.0,120.0,100.0,540.0
210051671940,2021,1,F,1,1,1,3,0,1,,1,,,,,,,,3522307,Itapetininga,35,SP,1,1,1,1,910.0,879.0,889.0,900.0,527.6,502.6,573.7,660.5,BDCBCBDBBCCDCECDEBDCABCDBABAECEBDCCADCBBEAACA,BAEBDAABCADBADBEDBEBBCABCBCECCBEADBCDABEAEECA,99999CACAACEDDEADCBDBBADAABCCEAACCEACABDDAAACDBCCC,DDCDCBDCACCDBCBECDAABDCDAACCBBABCCDCEBEBCDDDA,1,ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE,BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB,CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC,DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE,1.0,160.0,120.0,120.0,160.0,120.0,680.0
210053929841,2021,2,F,1,3,1,2,0,2,1.0,0,3527108.0,Lins,35.0,SP,2.0,1.0,1.0,3527108,Lins,35,SP,1,1,1,1,911.0,880.0,890.0,902.0,477.3,398.2,480.9,457.3,CBCECCAAEDABAEACCECAAEDACDAEECAACBACBCDEDACEE,DCEAAEBEBCAADAAAEBADCCCDCDCEBBDCBAAEECACBBDDB,99999AAAEBAECDABABCDBCCEBBDEABCADCEBDAAAABEBDCCDAE,DBABECACAEEBBBBEEEDDCAEDACBACADCEBBCEEBABCBDD,1,CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB,BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC,ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD,ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA,1.0,100.0,40.0,40.0,100.0,0.0,280.0
210053690847,2021,11,F,1,3,1,1,11,1,,0,,,,,,,,3536505,PaulÃ­nia,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
210052381849,2021,5,F,1,3,1,1,0,1,,0,,,,,,,,3505708,Barueri,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
210051514546,2021,1,F,1,3,1,3,0,1,,1,,,,,,,,3550308,SÃ£o Paulo,35,SP,1,1,1,1,909.0,881.0,892.0,899.0,527.7,584.6,537.1,441.2,BABDBDACADDDCCBCEEEBBECBACDBDCCAACBDCDCDBACCA,BEECCAEDBABBEACABBDEEBADBDBBDCABAEABBBDECECCA,BABAE99999DDACDADCDBACBCCBAEADADBEADBBEAABCDABBCDB,DCCEBDEECBCABEECDCDBABABBABDBCECDBCDADBDCBDDC,0,EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD,BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA,ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC,EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB,1.0,120.0,180.0,120.0,120.0,160.0,700.0
210054403469,2021,2,F,1,1,1,2,0,2,1.0,0,,,,,,,,3542602,Registro,35,SP,0,1,1,0,,881.0,892.0,,,580.0,580.3,,,BCEBCAEBAECBEADCACDEDEEBACACBCAACDDBCBDCCDABA,99999AACCACDBBDADBBBACBDCBDAADDDCEADCBEAACCDABABBE,,1,,BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA,ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC,,1.0,120.0,200.0,140.0,120.0,100.0,680.0
210054381600,2021,3,F,1,1,1,2,0,2,1.0,0,,,,,,,,3552205,Sorocaba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
210051776246,2021,2,M,1,1,1,2,0,2,1.0,0,,,,,,,,3548708,SÃ£o Bernardo do Campo,35,SP,1,1,1,1,909.0,881.0,892.0,899.0,358.7,510.7,496.8,457.2,BABECBEACCAEBCDDBBEACDCDBDEAECBDAADCACACDACDE,BAACCECADCCCEACDBAABDACDAAADBCABABECCECBDBDBA,EDCAB99999ADDBCDDCCBCEDACADCCEBDCEADEBEAAACBACACCE,CABDAEEEACAACB*CBBDBDCADEBACBCACBACEADAEBCDBC,0,EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD,BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA,ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC,EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB,1.0,120.0,120.0,100.0,120.0,80.0,540.0
